"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"55 Chisholm St, Oakville, ON L6K 3H6","L6K3H6","Oakville","ON","4592000","4","4","","","7160","sqft","https://zillow.com/homedetails/55-Chisholm-St-Oakville-ON-L6K-3H6/347821511_zpid/","43.440502","-79.67087","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/764139a37c9fa167c0a177488848b4a6-p_e.jpg"
"1156 Glen Valley Rd, Oakville, ON L6M 3K6","L6M3K6","Oakville","ON","1199000","3","3","1634","733.78","2550.548","sqft","https://zillow.com/homedetails/1156-Glen-Valley-Rd-Oakville-ON-L6M-3K6/2063724251_zpid/","43.449017","-79.73276","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/ae8efbf385e95dc47a5e4344795a1543-p_e.jpg"
"348 Winston Rd, Oakville, ON L6L 4W5","L6L4W5","Oakville","ON","4988888","5","6","","","0.26644283746556474","acres","https://zillow.com/homedetails/348-Winston-Rd-Oakville-ON-L6L-4W5/2071839889_zpid/","43.42365","-79.695114","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/b92a39bd1ca829bf059dd998926bbb63-p_e.jpg"
"216 Oak Park Blvd #329, Oakville, ON L6H 0T8","L6H0T8","Oakville","ON","599999","1","2","924","649.35","","","https://zillow.com/homedetails/216-Oak-Park-Blvd-329-Oakville-ON-L6H-0T8/2063725630_zpid/","43.48175","-79.716034","CONDO","","","https://photos.zillowstatic.com/fp/34bf82e218dadb881c5a0ae8f863d201-p_e.jpg"
"561 Rebecca St, Oakville, ON L6K 1L2","L6K1L2","Oakville","ON","1995000","4","4","1733","1151.18","9774.15","sqft","https://zillow.com/homedetails/561-Rebecca-St-Oakville-ON-L6K-1L2/2084934256_zpid/","43.428036","-79.69072","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2c97a3e7587aaa05e3627cf4a6d50440-p_e.jpg"
"214 Randall St, Oakville, ON L6J 1P7","L6J1P7","Oakville","ON","1","","","","","5694.1298","sqft","https://zillow.com/homedetails/214-Randall-St-Oakville-ON-L6J-1P7/439269934_zpid/","43.446808","-79.66945","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/19708b1a5c346f1d217c83e70f3d7568-p_e.jpg"
"2281 Stone Glen Cres, Oakville, ON L6M 0C8","L6M0C8","Oakville","ON","899999","3","3","","","1811.4551","sqft","https://zillow.com/homedetails/2281-Stone-Glen-Cres-Oakville-ON-L6M-0C8/449372737_zpid/","43.448685","-79.76074","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/efa6031bf295663d1ffda523564d0b7f-p_e.jpg"
"1561 Greenbriar Dr W, Oakville, ON L6M 1Y7","L6M1Y7","Oakville","ON","1429000","4","3","","","4685.2725","sqft","https://zillow.com/homedetails/1561-Greenbriar-Dr-W-Oakville-ON-L6M-1Y7/446906628_zpid/","43.44639","-79.7312","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/cf685a78a76513a383d2c1b372397efe-p_e.jpg"
"2764 Rosewood Ln, Oakville, ON L6J 7M3","L6J7M3","Oakville","ON","2499999","5","5","3189","783.94","5957.0154","sqft","https://zillow.com/homedetails/2764-Rosewood-Ln-Oakville-ON-L6J-7M3/2063765163_zpid/","43.497932","-79.65279","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/bf800df10d4a744ca9440b04883521fa-p_e.jpg"
"138 Cavendish Ct, Oakville, ON L6J 5S2","L6J5S2","Oakville","ON","3499000","5","5","","","0.6618518181818183","acres","https://zillow.com/homedetails/138-Cavendish-Ct-Oakville-ON-L6J-5S2/442243474_zpid/","43.467827","-79.64717","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/97fe75c88764bd4b8af4ec6ef310c8b3-p_e.jpg"
"450 Tower Dr, Oakville, ON L6L 4R3","L6L4R3","Oakville","ON","3750000","5","6","3233","1159.91","7523.318","sqft","https://zillow.com/homedetails/450-Tower-Dr-Oakville-ON-L6L-4R3/2064611690_zpid/","43.422962","-79.70163","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/3d6f6af1f0ab0242cc532ff1f23a95a6-p_e.jpg"
"2342 Woodridge Way, Oakville, ON L6H 6S3","L6H6S3","Oakville","ON","1499000","4","3","","","5446.84","sqft","https://zillow.com/homedetails/2342-Woodridge-Way-Oakville-ON-L6H-6S3/2056482419_zpid/","43.487843","-79.70709","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/b41beac953154a41d3508d1164271303-p_e.jpg"
"1337 Waverly Ave, Oakville, ON L6L 2S4","L6L2S4","Oakville","ON","3490000","5","5","","","10051.9602","sqft","https://zillow.com/homedetails/1337-Waverly-Ave-Oakville-ON-L6L-2S4/2056084303_zpid/","43.419983","-79.70629","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0d64f26bec3eb0799f1f3fef623d724e-p_e.jpg"
"1438 Winterbourne Dr, Oakville, ON L6J 7B5","L6J7B5","Oakville","ON","1590000","5","3","","","5560.9388","sqft","https://zillow.com/homedetails/1438-Winterbourne-Dr-Oakville-ON-L6J-7B5/2063796134_zpid/","43.5011","-79.66563","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/94a63da07499569b7a76d0ae9fc11462-p_e.jpg"
"3500 Lakeshore Rd W #510, Oakville, ON L6L 0B4","L6L0B4","Oakville","ON","1079000","2","2","950","1135.79","","","https://zillow.com/homedetails/3500-Lakeshore-Rd-W-510-Oakville-ON-L6L-0B4/2069543011_zpid/","43.373783","-79.721245","CONDO","","","https://photos.zillowstatic.com/fp/114b8a62e3a61cf9e111b27a8a0dc634-p_e.jpg"
"280 Balsam Dr, Oakville, ON L6J 3X6","L6J3X6","Oakville","ON","6395000","4","7","","","0.5057851239669422","acres","https://zillow.com/homedetails/280-Balsam-Dr-Oakville-ON-L6J-3X6/2063758764_zpid/","43.456276","-79.667625","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/89ea349806696953ffdab9f92b435b99-p_e.jpg"
"574 Stephens Cres W, Oakville, ON L6K 1Y3","L6K1Y3","Oakville","ON","3650000","5","4","3485","1047.35","8820","sqft","https://zillow.com/homedetails/574-Stephens-Cres-W-Oakville-ON-L6K-1Y3/376998347_zpid/","43.43235","-79.69784","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9b86c4ccbbf21387c10510b23b9c7abb-p_e.jpg"
"1104 Balmoral Pl, Oakville, ON L6J 2C9","L6J2C9","Oakville","ON","6850000","5","6","","","0.47","sqft","https://zillow.com/homedetails/1104-Balmoral-Pl-Oakville-ON-L6J-2C9/448643393_zpid/","43.46388","-79.66544","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/6c82329a48520f85dd39239c3c59a7c2-p_e.jpg"
"1344 Bridge Rd, Oakville, ON L6L 2C7","L6L2C7","Oakville","ON","1799000","3","3","1087","1655.01","7534","sqft","https://zillow.com/homedetails/1344-Bridge-Rd-Oakville-ON-L6L-2C7/2085199846_zpid/","43.42005","-79.70679","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/818a6fcb10f4617fbc59f200312abee6-p_e.jpg"
"234 Maurice Dr, Oakville, ON L6K 2X1","L6K2X1","Oakville","ON","3648000","5","7","","","9600","sqft","https://zillow.com/homedetails/234-Maurice-Dr-Oakville-ON-L6K-2X1/2065463191_zpid/","43.439896","-79.68268","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/642d65cfd975a4a325c26b7cdb6a7cac-p_e.jpg"
"620 Trudale Ct, Oakville, ON L6L 4H1","L6L4H1","Oakville","ON","2849000","5","5","","","7525.6555","sqft","https://zillow.com/homedetails/620-Trudale-Ct-Oakville-ON-L6L-4H1/2061533361_zpid/","43.41909","-79.7112","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/274e2ba2a82c5c6ef6f7588010bdd888-p_e.jpg"
"1012 Glenbrook Ave, Oakville, ON L6H 3Z8","L6H3Z8","Oakville","ON","1499000","5","4","","","7249.5423","sqft","https://zillow.com/homedetails/1012-Glenbrook-Ave-Oakville-ON-L6H-3Z8/2063792890_zpid/","43.48302","-79.69749","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/20998d77a6a15c1aaef5b937178ec182-p_e.jpg"
"235 Lakewood Dr, Oakville, ON L6K 1B3","L6K1B3","Oakville","ON","4850000","5","5","6220","779.74","0.593297337006428","acres","https://zillow.com/homedetails/235-Lakewood-Dr-Oakville-ON-L6K-1B3/2062508658_zpid/","43.43438","-79.6759","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/c6f531840ed790b07e598d003da649af-p_e.jpg"
"1194 Stirling Dr, Oakville, ON L6L 1E6","L6L1E6","Oakville","ON","3749900","4","4","4294","873.29","0.3856749311294766","acres","https://zillow.com/homedetails/1194-Stirling-Dr-Oakville-ON-L6L-1E6/349587450_zpid/","43.416447","-79.689445","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/7bedf718a1fdd7b60e475d247972c86d-p_e.jpg"
"2235 Hummingbird Way, Oakville, ON L6M 3Z6","L6M3Z6","Oakville","ON","899000","3","2","","","3926.613","sqft","https://zillow.com/homedetails/2235-Hummingbird-Way-Oakville-ON-L6M-3Z6/2063812360_zpid/","43.44406","-79.74999","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/f36fe80dc5e0a9675f1ce5592408d780-p_e.jpg"
"3456 Wilmot Cres, Oakville, ON L6L 6E1","L6L6E1","Oakville","ON","1599900","4","4","","","0.2892657093663912","acres","https://zillow.com/homedetails/3456-Wilmot-Cres-Oakville-ON-L6L-6E1/351159550_zpid/","43.376766","-79.72508","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/189dc38d2bbe7259aa19838cb4a22bdd-p_e.jpg"
"261 Church St #404, Oakville, ON L6J 1N7","L6J1N7","Oakville","ON","3998900","2","3","3188","1254.36","","","https://zillow.com/homedetails/261-Church-St-404-Oakville-ON-L6J-1N7/440185430_zpid/","43.44727","-79.66824","CONDO","","","https://photos.zillowstatic.com/fp/056f0c11a659116376897f77df303b2b-p_e.jpg"
"1322 Stanbury Rd, Oakville, ON L6L 2J4","L6L2J4","Oakville","ON","4888888","5","6","","","0.25826446280991733","acres","https://zillow.com/homedetails/1322-Stanbury-Rd-Oakville-ON-L6L-2J4/2068458174_zpid/","43.417362","-79.70198","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/a5a0232ffe706444451f63b23501c880-p_e.jpg"
"3002 Preserve Dr UNIT 12, Oakville, ON L6M 0V2","L6M0V2","Oakville","ON","1149900","5","4","","","1204.895","sqft","https://zillow.com/homedetails/3002-Preserve-Dr-UNIT-12-Oakville-ON-L6M-0V2/448603811_zpid/","43.474228","-79.737144","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/02adce2996eb4ddbe5b38525e5b72fa6-p_e.jpg"
"568 Marlatt Dr, Oakville, ON L6H 5X3","L6H5X3","Oakville","ON","1398000","4","4","","","4743.8565","sqft","https://zillow.com/homedetails/568-Marlatt-Dr-Oakville-ON-L6H-5X3/353736654_zpid/","43.464233","-79.73424","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/abd99cd51e3d0ec019f7401c2dfcec8a-p_e.jpg"
"241 Mississaga St, Oakville, ON L6L 3B1","L6L3B1","Oakville","ON","1899000","6","4","","","7801.5106","sqft","https://zillow.com/homedetails/241-Mississaga-St-Oakville-ON-L6L-3B1/2071202341_zpid/","43.391575","-79.722","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0c3e13c7c41f1a9096f5863fb05ae636-p_e.jpg"
"2247 Dewsbury Dr, Oakville, ON L6M 0A6","L6M0A6","Oakville","ON","1899000","4","4","","","4619.23","sqft","https://zillow.com/homedetails/2247-Dewsbury-Dr-Oakville-ON-L6M-0A6/449588990_zpid/","43.42513","-79.77251","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/87176a91000ff8f7aeb207c30a0fd0aa-p_e.jpg"
"2346 Lower Base Line, Oakville, ON L6M 4G1","L6M4G1","Oakville","ON","1","","","","","38.55","acres","https://zillow.com/homedetails/2346-Lower-Base-Line-Oakville-ON-L6M-4G1/2070541196_zpid/","43.46827","-79.80581","LOT","","","https://photos.zillowstatic.com/fp/021fad95e42c5342b4b2bee323e0fae0-p_e.jpg"
"2331 Ontario St, Oakville, ON L6L 1A5","L6L1A5","Oakville","ON","2499000","3","3","","","2268.8336","sqft","https://zillow.com/homedetails/2331-Ontario-St-Oakville-ON-L6L-1A5/2063747134_zpid/","43.396057","-79.70574","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/b542d8c3fa6f240d47bb6b582e6dfb91-p_e.jpg"
"172 Burgundy Dr, Oakville, ON L6J 4G1","L6J4G1","Oakville","ON","7299000","5","8","","","0.3472910927456382","acres","https://zillow.com/homedetails/172-Burgundy-Dr-Oakville-ON-L6J-4G1/439577361_zpid/","43.459114","-79.65815","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/a9be4e869d6ebb8784cc77d3c60d6baa-p_e.jpg"
"349 Wheat Boom Dr #307, Oakville, ON L6H 0V1","L6H0V1","Oakville","ON","749900","3","3","1330","563.83","","","https://zillow.com/homedetails/349-Wheat-Boom-Dr-307-Oakville-ON-L6H-0V1/2054489853_zpid/","43.49122","-79.722","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/1904444784dd43236a9ffd48b2bf5ed7-p_e.jpg"
"41 Chartwell Rd, Oakville, ON L6J 3Z3","L6J3Z3","Oakville","ON","6395000","6","5","5492","1164.42","0.45999999999999996","acres","https://zillow.com/homedetails/41-Chartwell-Rd-Oakville-ON-L6J-3Z3/2066572442_zpid/","43.452774","-79.65698","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/5325931e3439d158034f0b6abf315dda-p_e.jpg"
"1044 Argyle Dr, Oakville, ON L6J 1A7","L6J1A7","Oakville","ON","12488000","4","3","","","0.6826494008264463","acres","https://zillow.com/homedetails/1044-Argyle-Dr-Oakville-ON-L6J-1A7/448643335_zpid/","43.45341","-79.654854","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/4b45dd03787e4118a6dcea054f171de1-p_e.jpg"
"144 Genesee Dr, Oakville, ON L6H 5Y9","L6H5Y9","Oakville","ON","1175000","3","3","1620","725.31","3400.6748","sqft","https://zillow.com/homedetails/144-Genesee-Dr-Oakville-ON-L6H-5Y9/449401611_zpid/","43.472115","-79.72905","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2e6a05bf55a476a5b82a76b77f232c92-p_e.jpg"
"265 Woodale Ave, Oakville, ON L6K 2N3","L6K2N3","Oakville","ON","2849000","5","5","3424","832.07","8490","sqft","https://zillow.com/homedetails/265-Woodale-Ave-Oakville-ON-L6K-2N3/2071668130_zpid/","43.434105","-79.69073","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/41c095e8b0902e2eacef4cff3482b649-p_e.jpg"
"2617 Devonsley Cres, Oakville, ON L6H 6J2","L6H6J2","Oakville","ON","1469900","3","3","","","4264.9911","sqft","https://zillow.com/homedetails/2617-Devonsley-Cres-Oakville-ON-L6H-6J2/449583153_zpid/","43.475838","-79.731735","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/a64e74f9cbee687ccac5d2881ef63e06-p_e.jpg"
"294 Rambler Ct, Oakville, ON L6H 3A6","L6H3A6","Oakville","ON","2180000","4","4","","","4778.8656","sqft","https://zillow.com/homedetails/294-Rambler-Ct-Oakville-ON-L6H-3A6/448787024_zpid/","43.455746","-79.7176","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/fc524d87975b45d746c3b6c373dcab0a-p_e.jpg"
"2163 Towne Blvd, Oakville, ON L6H 5H1","L6H5H1","Oakville","ON","1995000","5","4","","","8191","sqft","https://zillow.com/homedetails/2163-Towne-Blvd-Oakville-ON-L6H-5H1/447315395_zpid/","43.464756","-79.730225","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/f418b5bed58f63210f29ebe338d4c877-p_e.jpg"
"1391 Pine Glen Rd, Oakville, ON L6M 4C2","L6M4C2","Oakville","ON","1410000","3","3","","","3265.4294","sqft","https://zillow.com/homedetails/1391-Pine-Glen-Rd-Oakville-ON-L6M-4C2/2057653703_zpid/","43.451828","-79.75363","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9edd03fb9f123b37f716ee0600e834e7-p_e.jpg"
"2175 Marine Dr #1501, Oakville, ON L6L 5L5","L6L5L5","Oakville","ON","1199900","2","2","1554","772.14","","","https://zillow.com/homedetails/2175-Marine-Dr-1501-Oakville-ON-L6L-5L5/356426425_zpid/","43.40045","-79.70387","CONDO","","","https://photos.zillowstatic.com/fp/d1696e05e7a3000cc9af165df8d459a0-p_e.jpg"
"1404 White Oaks Blvd, Oakville, ON L6H 4R7","L6H4R7","Oakville","ON","1399000","4","3","2237","625.39","6573.5173","sqft","https://zillow.com/homedetails/1404-White-Oaks-Blvd-Oakville-ON-L6H-4R7/448216985_zpid/","43.47297","-79.69571","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/48f6827098fade212fe1a7b24af07f69-p_e.jpg"
"242 Burton Rd, Oakville, ON L6K 2K5","L6K2K5","Oakville","ON","3118000","4","5","","","7500","sqft","https://zillow.com/homedetails/242-Burton-Rd-Oakville-ON-L6K-2K5/2063760759_zpid/","43.43125","-79.69216","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2538ac88bd8b0f0054921936d70ed027-p_e.jpg"
"363 Morrison Rd, Oakville, ON L6J 4K2","L6J4K2","Oakville","ON","4690000","5","7","","","0.266873507805326","acres","https://zillow.com/homedetails/363-Morrison-Rd-Oakville-ON-L6J-4K2/2063791444_zpid/","43.466652","-79.66146","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/807711d2a0cc461f5ee01216e59749f8-p_e.jpg"
"2469 Wooden Hill Cir, Oakville, ON L6M 4E3","L6M4E3","Oakville","ON","1149000","3","3","","","3033.81","sqft","https://zillow.com/homedetails/2469-Wooden-Hill-Cir-Oakville-ON-L6M-4E3/2060361440_zpid/","43.45487","-79.755005","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/ceeb815f3c23740b69e10b94425fe986-p_e.jpg"
"68 Navy St, Oakville, ON L6J 2Y9","L6J2Y9","Oakville","ON","4990000","3","4","","","5086.3476","sqft","https://zillow.com/homedetails/68-Navy-St-Oakville-ON-L6J-2Y9/443954145_zpid/","43.443184","-79.668785","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9c955b80f793a089ae384b8b974a46f8-p_e.jpg"
"231 Wedgewood Dr, Oakville, ON L6J 4R6","L6J4R6","Oakville","ON","6750000","6","8","","","0.34655647382920113","acres","https://zillow.com/homedetails/231-Wedgewood-Dr-Oakville-ON-L6J-4R6/2082139334_zpid/","43.4688","-79.65131","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/6d5fd52138bc601c5a4b0d7811088926-p_e.jpg"
"3210 Victoria St, Oakville, ON L6L 5R2","L6L5R2","Oakville","ON","1299999","3","4","1752","742.01","6004.5","sqft","https://zillow.com/homedetails/3210-Victoria-St-Oakville-ON-L6L-5R2/348803127_zpid/","43.38563","-79.717766","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/3f4565b86ca08f4acb18d455abe9d5a4-p_e.jpg"
"91 Grovewood Cmn, Oakville, ON L6H 0X4","L6H0X4","Oakville","ON","1000000","4","3","","","","","https://zillow.com/homedetails/91-Grovewood-Cmn-Oakville-ON-L6H-0X4/448938096_zpid/","43.482895","-79.72714","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/7aa3c6c945d15346289a9f0a12e2422f-p_e.jpg"
"233 Duskywing Way #44, Oakville, ON L6L 0C5","L6L0C5","Oakville","ON","1079900","3","4","","","","","https://zillow.com/homedetails/233-Duskywing-Way-44-Oakville-ON-L6L-0C5/449579060_zpid/","43.380928","-79.732025","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/a953d8b29fed537cebc3c97ade70cabd-p_e.jpg"
"164 Warner Dr, Oakville, ON L6L 6E7","L6L6E7","Oakville","ON","1599000","6","4","2574","621.21","5599.81","sqft","https://zillow.com/homedetails/164-Warner-Dr-Oakville-ON-L6L-6E7/441828988_zpid/","43.374138","-79.72661","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/6cbb3edc190bbefd9b99f0fd59ff91d2-p_e.jpg"
"1389 Weaver Ave, Oakville, ON L6J 2L6","L6J2L6","Oakville","ON","5990000","5","5","","","0.3522497704315886","acres","https://zillow.com/homedetails/1389-Weaver-Ave-Oakville-ON-L6J-2L6/2064266705_zpid/","43.47119","-79.65654","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/1e882dbe7d113e5446814b644a16c889-p_e.jpg"
"1300 Marlborough Ct #119, Oakville, ON L6H 2S2","L6H2S2","Oakville","ON","599900","3","2","1289","465.4","","","https://zillow.com/homedetails/1300-Marlborough-Ct-119-Oakville-ON-L6H-2S2/2063148160_zpid/","43.47007","-79.692894","CONDO","","","https://photos.zillowstatic.com/fp/741c7809df9a4c74de861768ea08101b-p_e.jpg"
"179 Douglas Ave, Oakville, ON L6J 3R9","L6J3R9","Oakville","ON","4550000","5","5","3003","1515.15","7200","sqft","https://zillow.com/homedetails/179-Douglas-Ave-Oakville-ON-L6J-3R9/2063724842_zpid/","43.45181","-79.666626","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2866aabedb8583885757865ece9d1ab2-p_e.jpg"
"2033 Saxon Rd, Oakville, ON L6L 2V1","L6L2V1","Oakville","ON","1499000","4","2","","","7840.8","sqft","https://zillow.com/homedetails/2033-Saxon-Rd-Oakville-ON-L6L-2V1/449357433_zpid/","43.41618","-79.71641","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/278335d91a6514c827cc3002f4eae002-p_e.jpg"
"24 Raymar Pl, Oakville, ON L6J 6M1","L6J6M1","Oakville","ON","5499000","6","5","","","0.4255050505050505","acres","https://zillow.com/homedetails/24-Raymar-Pl-Oakville-ON-L6J-6M1/353441927_zpid/","43.449947","-79.65988","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/09e25fce7ece639aa6a328ac50b77eba-p_e.jpg"
"1180 Woodington Ln, Oakville, ON L6H 7V1","L6H7V1","Oakville","ON","1530000","5","4","","","2402.946","sqft","https://zillow.com/homedetails/1180-Woodington-Ln-Oakville-ON-L6H-7V1/448202716_zpid/","43.492195","-79.6983","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/57639ea57981d23740b84a3e87af6f27-p_e.jpg"
"1470 Bishops Gate #211, Oakville, ON L6M 4N2","L6M4N2","Oakville","ON","699000","3","2","","","","","https://zillow.com/homedetails/1470-Bishops-Gate-211-Oakville-ON-L6M-4N2/449346755_zpid/","43.43948","-79.73861","APARTMENT","","","https://photos.zillowstatic.com/fp/d36f8e29a3eb80a16491fbf631463d04-p_e.jpg"
"1036 Masters Grn, Oakville, ON L6M 2N7","L6M2N7","Oakville","ON","2695000","5","4","2823","954.66","7701.981","sqft","https://zillow.com/homedetails/1036-Masters-Grn-Oakville-ON-L6M-2N7/347029741_zpid/","43.448997","-79.72578","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/26ce91d83a2109055a19551dedc299c6-p_e.jpg"
"159 Viewbank Cres, Oakville, ON L6L 1R3","L6L1R3","Oakville","ON","3795000","6","4","","","0.39","acres","https://zillow.com/homedetails/159-Viewbank-Cres-Oakville-ON-L6L-1R3/2063797436_zpid/","43.41131","-79.69611","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/fb312833619735429b1a5748b40878ec-p_e.jpg"
"161 Dianne Ave, Oakville, ON L6J 4G8","L6J4G8","Oakville","ON","4685000","4","4","","","0.33","sqft","https://zillow.com/homedetails/161-Dianne-Ave-Oakville-ON-L6J-4G8/2063809773_zpid/","43.460533","-79.65578","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/81af9341fdf1fab8d818fe6c400d1c04-p_e.jpg"
"1497 Stationmaster Ln, Oakville, ON L6M 3A8","L6M3A8","Oakville","ON","1999000","5","4","","","5932.1587","sqft","https://zillow.com/homedetails/1497-Stationmaster-Ln-Oakville-ON-L6M-3A8/352128072_zpid/","43.427578","-79.74942","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/f5d6f0fbe01bef13a02396e50b0ccd9e-p_e.jpg"
"2184 Postmaster Dr, Oakville, ON L6M 2Z4","L6M2Z4","Oakville","ON","1399900","4","3","","","1083.39","sqft","https://zillow.com/homedetails/2184-Postmaster-Dr-Oakville-ON-L6M-2Z4/449424046_zpid/","43.433353","-79.743095","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/8c9799aa768eddce7d5e273f7cba00c8-p_e.jpg"
"1185 Stag Holw, Oakville, ON L6M 5M4","L6M5M4","Oakville","ON","1699000","4","3","","","5023.528","sqft","https://zillow.com/homedetails/1185-Stag-Holw-Oakville-ON-L6M-5M4/447734305_zpid/","43.417038","-79.745155","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/ddd12b7d1c263fc644cdeb750f10084b-p_e.jpg"
"1558 Lancaster Dr #66, Oakville, ON L6H 2Z4","L6H2Z4","Oakville","ON","889000","3","2","1271","699.45","","","https://zillow.com/homedetails/1558-Lancaster-Dr-66-Oakville-ON-L6H-2Z4/449402231_zpid/","43.48262","-79.69082","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/53f2075b3951ce419e8408d4afea4bd8-p_e.jpg"
"468 Saville Cres, Oakville, ON L6L 3V1","L6L3V1","Oakville","ON","6700000","5","6","","","10451.75","sqft","https://zillow.com/homedetails/468-Saville-Cres-Oakville-ON-L6L-3V1/2070922153_zpid/","43.412807","-79.714195","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/300be4717e0a135376da0060d0668563-p_e.jpg"
"117 Watson Ave, Oakville, ON L6J 3T5","L6J3T5","Oakville","ON","2998000","4","3","3522","851.22","0.26","acres","https://zillow.com/homedetails/117-Watson-Ave-Oakville-ON-L6J-3T5/439061410_zpid/","43.451225","-79.663536","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/97d17333a99101e69e591d52fefaa040-p_e.jpg"
"2243 Vista Oak Rd, Oakville, ON L6M 3L8","L6M3L8","Oakville","ON","1589000","4","3","2225","714.16","4399.6973","sqft","https://zillow.com/homedetails/2243-Vista-Oak-Rd-Oakville-ON-L6M-3L8/447568991_zpid/","43.453075","-79.73995","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/e436dcda4da1991afa2de42e75431d5d-p_e.jpg"
"21 Howard Ave, Oakville, ON L6J 3Y2","L6J3Y2","Oakville","ON","3299000","4","4","2732","1207.54","8019","sqft","https://zillow.com/homedetails/21-Howard-Ave-Oakville-ON-L6J-3Y2/448889235_zpid/","43.45101","-79.65667","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/5ec26a3257447d79eab8d2e2fea3956a-p_e.jpg"
"3405 Mosley Gate, Oakville, ON L6H 0Z1","L6H0Z1","Oakville","ON","1999900","7","6","3500","571.4","3470.14","sqft","https://zillow.com/homedetails/3405-Mosley-Gate-Oakville-ON-L6H-0Z1/447805812_zpid/","43.49157","-79.740364","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/e3fdf191d4104a1b63b677d3ec89664b-p_e.jpg"
